Zone;Box;pt0;pt1;pt2;pt3;pt4;pt5;pt6;pt7
0.810042;43334;34469;50507;0;0;0;0;510;1219;507;712;510;0;0.728202;0.867877;0;0.000313204;0.000748618;0;0.0312516;0.0746974;0.000311361;0.000437257;0.000313204;0.0310677;0.0436297;0.0312516
0.820073;42829;34439;51042;0;0;0;0;667;1202;505;697;667;0;0.732048;0.859354;0;0.000409621;0.000738178;0;0.0408345;0.0735878;0.000310133;0.000428045;0.000409621;0.0309167;0.0426711;0.0408345
0.830037;42383;34293;51634;0;0;0;0;567;1159;446;713;567;0;0.715059;0.852676;0;0.000348209;0.000711771;0;0.0349481;0.071437;0.0002739;0.000437871;0.000348209;0.02749;0.043947;0.0349481
0.840042;41849;34205;52256;0;0;0;0;580;1202;534;668;580;0;0.711893;0.820909;0;0.000356193;0.000738178;0;0.0356011;0.0737802;0.000327943;0.000410236;0.000356193;0.0327776;0.0410026;0.0356011
0.850034;41386;34043;52881;0;0;0;0;489;1114;463;651;489;0;0.695661;0.82558;0;0.000300307;0.000684135;0;0.0300546;0.068468;0.00028434;0.000399795;0.000300307;0.0284566;0.0400113;0.0300546
0.860073;40939;33963;53408;0;0;0;0;588;1115;447;668;588;0;0.701854;0.811416;0;0.000361106;0.000684749;0;0.0359702;0.0682088;0.000274514;0.000410236;0.000361106;0.0273447;0.0408641;0.0359702
0.870002;40493;33873;53944;0;0;0;0;537;1073;446;627;537;0;0.683809;0.796007;0;0.000329785;0.000658956;0;0.0332124;0.0663629;0.0002739;0.000385056;0.000329785;0.0275842;0.0387787;0.0332124
0.880076;40035;33717;54558;0;0;0;0;480;1094;458;636;480;0;0.674414;0.788559;0;0.00029478;0.000671853;0;0.0292613;0.0666914;0.000281269;0.000390584;0.00029478;0.0279202;0.0387712;0.0292613
0.890053;39636;33602;55072;0;0;0;0;527;1041;399;642;527;0;0.66746;0.789101;0;0.000323644;0.000639304;0;0.0324411;0.0640819;0.000245036;0.000394268;0.000323644;0.0245616;0.0395202;0.0324411
0.900064;39205;33485;55620;0;0;0;0;488;1036;431;605;488;0;0.657995;0.765808;0;0.000299693;0.000636234;0;0.0299361;0.063553;0.000264688;0.000371546;0.000299693;0.0264395;0.0371135;0.0299361
0.910076;38839;33316;56155;0;0;0;0;454;989;366;623;454;0;0.656329;0.768399;0;0.000278813;0.00060737;0;0.0278472;0.0606626;0.00022477;0.0003826;0.000278813;0.0224495;0.0382132;0.0278472
0.920048;38434;33201;56675;0;0;0;0;476;996;405;591;476;0;0.631912;0.746542;0;0.000292324;0.000611669;0;0.0293137;0.0613371;0.000248721;0.000362948;0.000292324;0.0249413;0.0363958;0.0293137
0.930076;38058;33097;57155;0;0;0;0;481;961;376;585;481;0;0.643213;0.744396;0;0.000295394;0.000590174;0;0.0294569;0.0588525;0.000230911;0.000359263;0.000295394;0.0230266;0.0358259;0.0294569
0.940014;37670;32891;57749;0;0;0;0;385;979;388;591;385;0;0.623548;0.730649;0;0.000236438;0.000601228;0;0.0237912;0.0604976;0.000238281;0.000362948;0.000236438;0.0239766;0.036521;0.0237912
0.950011;37280;32824;58206;0;0;0;0;509;966;390;576;509;0;0.615207;0.71881;0;0.00031259;0.000593245;0;0.0312699;0.0593453;0.000239509;0.000353736;0.00031259;0.0239593;0.035386;0.0312699
0.960006;37001;32605;58704;0;0;0;0;350;848;279;569;350;0;0.597572;0.734483;0;0.000214944;0.000520778;0;0.021504;0.0521012;0.000171341;0.000349437;0.000214944;0.0171418;0.0349594;0.021504
0.970077;36601;32491;59218;0;0;0;0;452;966;400;566;452;0;0.610308;0.695963;0;0.000277585;0.000593245;0;0.0275644;0.0589098;0.00024565;0.000347595;0.000277585;0.0243933;0.0345165;0.0275644
0.980023;36281;32391;59638;0;0;0;0;444;864;320;544;444;0;0.596895;0.700826;0;0.000272672;0.000530604;0;0.0274145;0.053347;0.00019652;0.000334084;0.000272672;0.0197582;0.0335889;0.0274145
0.990015;35961;32218;60131;0;0;0;0;369;862;320;542;369;0;0.578915;0.692775;0;0.000226612;0.000529376;0;0.0226784;0.0529778;0.00019652;0.000332856;0.000226612;0.0196669;0.0333109;0.0226784
1.00002;35619;32075;60616;0;0;0;0;398;883;342;541;398;0;0.572192;0.682239;0;0.000244422;0.000542272;0;0.0244251;0.0541894;0.000210031;0.000332242;0.000244422;0.0209884;0.033201;0.0244251
1.01004;35347;31927;61036;0;0;0;0;374;794;272;522;374;0;0.569333;0.685805;0;0.000229683;0.000487615;0;0.0229179;0.0486546;0.000167042;0.000320573;0.000229683;0.0166676;0.031987;0.0229179
1.02008;35039;31721;61550;0;0;0;0;313;827;308;519;313;0;0.555907;0.671299;0;0.000192221;0.000507881;0;0.019154;0.0506081;0.000189151;0.000318731;0.000192221;0.018848;0.0317601;0.019154
1.03005;34720;31615;61975;0;0;0;0;405;830;319;511;405;0;0.554211;0.656147;0;0.000248721;0.000509724;0;0.0249519;0.051136;0.000195906;0.000313818;0.000248721;0.0196535;0.0314825;0.0249519
1.04005;34482;31436;62392;0;0;0;0;332;749;238;511;332;0;0.538782;0.672083;0;0.00020389;0.00045998;0;0.0203865;0.0459924;0.000146162;0.000313818;0.00020389;0.0146144;0.031378;0.0203865
1.05001;34185;31299;62826;0;0;0;0;368;802;297;505;368;0;0.536489;0.646974;0;0.000225998;0.000492528;0;0.0226792;0.0494259;0.000182395;0.000310133;0.000225998;0.0183036;0.0311223;0.0226792
1.06001;33895;31099;63316;0;0;0;0;295;785;290;495;295;0;0.521654;0.638954;0;0.000181167;0.000482088;0;0.0181158;0.0482063;0.000178096;0.000303992;0.000181167;0.0178087;0.0303976;0.0181158
1.07001;33615;30935;63760;0;0;0;0;330;774;280;494;330;0;0.522592;0.632087;0;0.000202661;0.000475333;0;0.0202687;0.0475393;0.000171955;0.000303378;0.000202661;0.0171977;0.0303416;0.0202687
1.08003;33322;30780;64208;0;0;0;0;303;751;293;458;303;0;0.507772;0.618446;0;0.00018608;0.000461208;0;0.0185794;0.0460498;0.000179939;0.000281269;0.00018608;0.0179662;0.0280837;0.0185794
1.09004;33146;30585;64579;0;0;0;0;297;668;176;492;297;0;0.495971;0.651014;0;0.000182395;0.000410236;0;0.0182213;0.0409827;0.000108086;0.00030215;0.000182395;0.0107978;0.0301848;0.0182213
1.10002;32848;30459;65003;0;0;0;0;339;763;298;465;339;0;0.500586;0.60439;0;0.000208188;0.000468577;0;0.0208572;0.046944;0.000183009;0.000285568;0.000208188;0.0183346;0.0286094;0.0208572
1.11001;32621;30312;65377;0;0;0;0;301;675;227;448;301;0;0.490883;0.611638;0;0.000184852;0.000414534;0;0.0184969;0.0414798;0.000139406;0.000275128;0.000184852;0.0139495;0.0275303;0.0184969
1.12;32372;30132;65806;0;0;0;0;273;702;249;453;273;0;0.474118;0.598085;0;0.000167656;0.000431116;0;0.0167882;0.0431698;0.000152917;0.000278199;0.000167656;0.0153124;0.0278574;0.0167882
1.13001;32137;29996;66177;0;0;0;0;301;672;235;437;301;0;0.48066;0.592506;0;0.000184852;0.000412692;0;0.0184615;0.0412164;0.000144319;0.000268373;0.000184852;0.0144135;0.026803;0.0184615
1.14002;31920;29830;66560;0;0;0;0;258;641;217;424;258;0;0.466128;0.595482;0;0.000158444;0.000393654;0;0.0158365;0.0393458;0.000133265;0.000260389;0.000158444;0.0133199;0.0260259;0.0158365
1.15006;31647;29641;67022;0;0;0;0;244;706;273;433;244;0;0.458413;0.570664;0;0.000149847;0.000433572;0;0.0149181;0.0431646;0.000167656;0.000265916;0.000149847;0.0166911;0.0264735;0.0149181
1.16;31453;29504;67353;0;0;0;0;277;608;194;414;277;0;0.457905;0.582862;0;0.000170113;0.000373388;0;0.0171169;0.0375707;0.00011914;0.000254248;0.000170113;0.011988;0.0255827;0.0171169
1.17;31264;29346;67700;0;0;0;0;255;602;189;413;255;0;0.447515;0.581096;0;0.000156602;0.000369703;0;0.0156594;0.0369684;0.00011607;0.000253634;0.000156602;0.0116063;0.025362;0.0156594
1.18003;31050;29211;68049;0;0;0;0;274;623;214;409;274;0;0.445418;0.561609;0;0.00016827;0.0003826;0;0.0167766;0.0381454;0.000131423;0.000251177;0.00016827;0.0131029;0.0250425;0.0167766
1.19007;30850;29027;68433;0;0;0;0;214;598;200;398;214;0;0.423549;0.561753;0;0.000131423;0.000367247;0;0.0130977;0.0366001;0.000122825;0.000244422;0.000131423;0.0122408;0.0243592;0.0130977
1.20002;30649;28903;68758;0;0;0;0;245;570;201;369;245;0;0.43316;0.543347;0;0.000150461;0.000350051;0;0.0151138;0.0351628;0.000123439;0.000226612;0.000150461;0.0123995;0.0227633;0.0151138
1.21003;30454;28767;69089;0;0;0;0;269;600;195;405;269;0;0.434194;0.551043;0;0.0001652;0.000368475;0;0.0165027;0.036809;0.000119754;0.000248721;0.0001652;0.0119629;0.0248461;0.0165027
1.22007;30273;28599;69438;0;0;0;0;205;554;181;373;205;0;0.408487;0.545227;0;0.000125896;0.000340225;0;0.0125416;0.0338929;0.000111157;0.000229069;0.000125896;0.0110733;0.0228196;0.0125416
1.23005;30058;28438;69814;0;0;0;0;209;585;215;370;209;0;0.412549;0.524254;0;0.000128352;0.000359263;0;0.0128602;0.0359962;0.000132037;0.000227226;0.000128352;0.0132294;0.0227669;0.0128602
1.24004;29868;28317;70125;0;0;0;0;236;547;190;357;236;0;0.408293;0.527507;0;0.000144934;0.000335926;0;0.0145103;0.0336319;0.000116684;0.000219243;0.000144934;0.011682;0.0219499;0.0145103
1.25005;29684;28167;70459;0;0;0;0;202;536;184;352;202;0;0.406696;0.521188;0;0.000124053;0.000329171;0;0.0123962;0.032893;0.000112999;0.000216172;0.000124053;0.0112916;0.0216014;0.0123962
1.26007;29505;28035;70770;0;0;0;0;224;535;179;356;224;0;0.394112;0.514895;0;0.000137564;0.000328557;0;0.0137227;0.0327753;0.000109928;0.000218629;0.000137564;0.0109659;0.0218094;0.0137227
1.27004;29345;27913;71052;0;0;0;0;218;500;160;340;218;0;0.389163;0.514751;0;0.000133879;0.000307063;0;0.0134313;0.0308056;9.826e-05;0.000208803;0.000133879;0.0098578;0.0209478;0.0134313
1.28004;29177;27770;71363;0;0;0;0;196;507;168;339;196;0;0.386798;0.505735;0;0.000120369;0.000311361;0;0.0120381;0.0311395;0.000103173;0.000208188;0.000120369;0.0103184;0.0208211;0.0120381
1.29001;29036;27637;71637;0;0;0;0;202;476;141;335;202;0;0.373774;0.508624;0;0.000124053;0.000292324;0;0.0124419;0.0293185;8.65916e-05;0.000205732;0.000124053;0.00868469;0.0206338;0.0124419
1.30002;28852;27519;71939;0;0;0;0;198;500;184;316;198;0;0.374664;0.481358;0;0.000121597;0.000307063;0;0.0121432;0.0306645;0.000112999;0.000194064;0.000121597;0.0112846;0.01938;0.0121432
1.31003;28695;27373;72242;0;0;0;0;171;474;157;317;171;0;0.360294;0.486754;0;0.000105015;0.000291095;0;0.0104891;0.0290749;9.64176e-05;0.000194678;0.000105015;0.00963031;0.0194446;0.0104891
1.32001;28516;27234;72560;0;0;0;0;178;496;179;317;178;0;0.362171;0.472407;0;0.000109314;0.000304606;0;0.0109524;0.030519;0.000109928;0.000194678;0.000109314;0.0110139;0.0195051;0.0109524
1.33002;28380;27119;72811;0;0;0;0;189;440;136;304;189;0;0.354666;0.480636;0;0.00011607;0.000270215;0;0.0116039;0.0270143;8.3521e-05;0.000186694;0.00011607;0.00834987;0.0186644;0.0116039
1.34004;28229;27011;73070;0;0;0;0;179;438;151;287;179;0;0.344221;0.461681;0;0.000109928;0.000268987;0;0.0109667;0.0268348;9.27329e-05;0.000176254;0.000109928;0.00925125;0.0175835;0.0109667
1.35001;28093;26890;73327;0;0;0;0;174;431;136;295;174;0;0.335027;0.465753;0;0.000106858;0.000264688;0;0.0107177;0.0265479;8.3521e-05;0.000181167;0.000106858;0.00837706;0.0181708;0.0107177
1.36002;27924;26756;73630;0;0;0;0;157;460;169;291;157;0;0.333773;0.446617;0;9.64176e-05;0.000282498;0;0.00963379;0.0282264;0.000103787;0.00017871;9.64176e-05;0.0103701;0.0178563;0.00963379
1.37008;27774;26657;73879;0;0;0;0;181;430;150;280;181;0;0.323577;0.441663;0;0.000111157;0.000264074;0;0.0110534;0.0262595;9.21188e-05;0.000171955;0.000111157;0.00916031;0.0170992;0.0110534
1.38005;27655;26558;74097;0;0;0;0;188;406;119;287;188;0;0.322686;0.447662;0;0.000115456;0.000249335;0;0.0115745;0.0249961;7.30809e-05;0.000176254;0.000115456;0.00732644;0.0176696;0.0115745
1.39003;27523;26414;74373;0;0;0;0;126;402;132;270;126;0;0.308979;0.435035;0;7.73798e-05;0.000246878;0;0.00775601;0.0247454;8.10645e-05;0.000165814;7.73798e-05;0.00812535;0.01662;0.00775601
1.40003;27387;26300;74623;0;0;0;0;147;397;136;261;147;0;0.304204;0.421354;0;9.02764e-05;0.000243808;0;0.00902741;0.0243801;8.3521e-05;0.000160287;9.02764e-05;0.00835189;0.0160283;0.00902741
1.41004;27248;26215;74847;0;0;0;0;167;391;139;252;167;0;0.304377;0.410288;0;0.000102559;0.000240123;0;0.0102415;0.0239785;8.53634e-05;0.00015476;0.000102559;0.00852434;0.0154542;0.0102415
1.42006;27131;26100;75079;0;0;0;0;146;378;117;261;146;0;0.286285;0.415339;0;8.96623e-05;0.000232139;0;0.00894994;0.0231718;7.18526e-05;0.000160287;8.96623e-05;0.00717221;0.0159995;0.00894994
1.43007;27008;25988;75314;0;0;0;0;129;364;123;241;129;0;0.285183;0.39669;0;7.92221e-05;0.000223542;0;0.00791791;0.022342;7.55374e-05;0.000148004;7.92221e-05;0.00754963;0.0147924;0.00791791
1.44002;26901;25902;75507;0;0;0;0;145;338;107;231;145;0;0.280379;0.396891;0;8.90481e-05;0.000207574;0;0.00894851;0.0208593;6.57114e-05;0.000141863;8.90481e-05;0.00660338;0.0142559;0.00894851
1.45003;26775;25792;75743;0;0;0;0;137;373;126;247;137;0;0.272012;0.383757;0;8.41351e-05;0.000229069;0;0.00840171;0.0228747;7.73798e-05;0.000151689;8.41351e-05;0.00772712;0.0151476;0.00840171
1.46006;26654;25709;75947;0;0;0;0;135;339;121;218;135;0;0.269395;0.366434;0;8.29069e-05;0.000208188;0;0.00826535;0.0207552;7.43091e-05;0.000133879;8.29069e-05;0.0074082;0.013347;0.00826535
1.47001;26536;25600;76174;0;0;0;0;117;344;118;226;117;0;0.256137;0.361663;0;7.18526e-05;0.000211259;0;0.00722508;0.021243;7.24668e-05;0.000138792;7.18526e-05;0.00728683;0.0139561;0.00722508
1.48007;26442;25525;76343;0;0;0;0;139;308;94;214;139;0;0.247215;0.361133;0;8.53634e-05;0.000189151;0;0.00847976;0.0187897;5.77278e-05;0.000131423;8.53634e-05;0.00573452;0.0130552;0.00847976
1.49004;26333;25443;76534;0;0;0;0;112;303;109;194;112;0;0.25277;0.341796;0;6.8782e-05;0.00018608;0;0.00689761;0.0186605;6.69396e-05;0.00011914;6.8782e-05;0.00671285;0.0119476;0.00689761
1.50003;26228;25360;76722;0;0;0;0;124;312;105;207;124;0;0.243067;0.333341;0;7.61515e-05;0.000191607;0;0.00762409;0.0191832;6.44831e-05;0.000127124;7.61515e-05;0.00645589;0.0127273;0.00762409
1.51008;26114;25304;76892;0;0;0;0;130;300;114;186;130;0;0.230929;0.313338;0;7.98363e-05;0.000184238;0;0.00794375;0.0183317;7.00103e-05;0.000114227;7.98363e-05;0.00696606;0.0113657;0.00794375
1.52007;26005;25218;77087;0;0;0;0;101;296;109;187;101;0;0.223082;0.306464;0;6.20266e-05;0.000181781;0;0.00620837;0.0181948;6.69396e-05;0.000114841;6.20266e-05;0.00670012;0.0114947;0.00620837
1.53001;25897;25145;77268;0;0;0;0;86;267;108;159;86;0;0.221127;0.292044;0;5.28148e-05;0.000163971;0;0.00531469;0.0165003;6.63255e-05;9.76459e-05;5.28148e-05;0.00667426;0.00982599;0.00531469
1.54001;25823;25098;77389;0;0;0;0;120;241;74;167;120;0;0.210045;0.292895;0;7.3695e-05;0.000148004;0;0.00737198;0.0148054;4.54453e-05;0.000102559;7.3695e-05;0.00454606;0.0102593;0.00737198
1.55003;25723;25071;77516;0;0;0;0;113;240;100;140;113;0;0.202946;0.269021;0;6.93961e-05;0.00014739;0;0.00692628;0.0147107;6.14125e-05;8.59775e-05;6.93961e-05;0.00612945;0.00858123;0.00692628
1.56003;25641;25007;77662;0;0;0;0;102;248;82;166;102;0;0.20359;0.26834;0;6.26408e-05;0.000152303;0;0.00626523;0.0152331;5.03583e-05;0.000101945;6.26408e-05;0.00503675;0.0101964;0.00626523
1.57002;25572;24958;77780;0;0;0;0;80;198;69;129;80;0;0.186868;0.256639;0;4.913e-05;0.000121597;0;0.00491485;0.0121642;4.23746e-05;7.92221e-05;4.913e-05;0.00423906;0.00792519;0.00491485
1.58002;25447;24949;77914;0;0;0;0;102;236;125;111;102;0;0.187495;0.225079;0;6.26408e-05;0.000144934;0;0.00626693;0.0144999;7.67656e-05;6.81679e-05;6.26408e-05;0.00768006;0.00681989;0.00626693
1.59003;25366;24916;78028;0;0;0;0;79;193;81;112;79;0;0.191534;0.230163;0;4.85159e-05;0.000118526;0;0.00484713;0.0118417;4.97441e-05;6.8782e-05;4.85159e-05;0.00496985;0.00687189;0.00484713
1.60003;25294;24922;78094;0;0;0;0;93;159;72;87;93;0;0.206926;0.209403;0;5.71136e-05;9.76459e-05;0;0.00571175;0.00976524;4.4217e-05;5.34289e-05;5.71136e-05;0.004422;0.00534325;0.00571175
